timestamp,corridor,intersection_id,speed,volume,lane,occupancy,weather,wait_time
2026-07-04T08:00:07Z,Corridor E (Airport Bypass),INT-144,54,35,1,25,Clear,41
2026-07-04T08:00:07Z,Corridor C (University Way),INT-123,23,44,3,21,Clear,36
2026-07-04T08:00:07Z,Corridor C (University Way),INT-125,27,55,4,36,Clear,50
2026-07-04T08:00:07Z,Corridor C (University Way),INT-121,12,42,4,18,Rainy,41
2026-07-04T08:00:07Z,Corridor C (University Way),INT-122,31,44,4,28,Clear,32
2026-07-04T08:00:07Z,Corridor C (University Way),INT-125,29,14,1,14,Clear,25
2026-07-04T08:00:07Z,Corridor D (Industrial Loop),INT-133,35,56,1,39,Rainy,56
2026-07-04T08:00:07Z,Corridor E (Airport Bypass),INT-142,37,66,2,51,Rainy,65
2026-07-04T08:00:07Z,Corridor A (Downtown Express),INT-105,45,67,1,50,Rainy,73
2026-07-04T08:00:07Z,Corridor B (Westside Arterial),INT-111,39,55,1,29,Clear,40
2026-07-04T08:00:08Z,Corridor D (Industrial Loop),INT-131,47,34,3,32,Clear,43
2026-07-04T08:00:08Z,Corridor B (Westside Arterial),INT-113,34,54,1,36,Clear,44
2026-07-04T08:00:08Z,Corridor E (Airport Bypass),INT-141,51,44,1,35,Clear,43
2026-07-04T08:00:08Z,Corridor A (Downtown Express),INT-101,46,57,1,31,Foggy,52
2026-07-04T08:00:08Z,Corridor C (University Way),INT-123,27,34,2,13,Rainy,39
2026-07-04T08:00:08Z,Corridor D (Industrial Loop),INT-135,42,35,1,22,Clear,38
2026-07-04T08:00:08Z,Corridor A (Downtown Express),INT-105,49,53,3,39,Clear,46
2026-07-04T08:00:08Z,Corridor D (Industrial Loop),INT-134,42,21,3,13,Clear,19
2026-07-04T08:00:08Z,Corridor E (Airport Bypass),INT-143,37,45,3,34,Rainy,56
2026-07-04T08:00:08Z,Corridor A (Downtown Express),INT-102,62,24,2,24,Clear,25
2026-07-04T08:00:09Z,Corridor C (University Way),INT-121,34,34,2,21,Clear,34
2026-07-04T08:00:09Z,Corridor C (University Way),INT-123,36,50,3,32,Clear,50
2026-07-04T08:00:09Z,Corridor E (Airport Bypass),INT-145,53,56,3,32,Clear,51
2026-07-04T08:00:09Z,Corridor E (Airport Bypass),INT-142,47,67,1,54,Clear,63
2026-07-04T08:00:09Z,Corridor C (University Way),INT-124,47,46,1,30,Clear,37
2026-07-04T08:00:09Z,Corridor B (Westside Arterial),INT-115,27,62,1,38,Clear,51
2026-07-04T08:00:09Z,Corridor A (Downtown Express),INT-104,58,23,2,13,Clear,30
2026-07-04T08:00:09Z,Corridor D (Industrial Loop),INT-135,48,44,2,27,Clear,42
2026-07-04T08:00:09Z,Corridor B (Westside Arterial),INT-112,28,54,1,35,Rainy,53
2026-07-04T08:00:09Z,Corridor C (University Way),INT-121,24,51,4,35,Foggy,63
2026-07-04T08:00:10Z,Corridor B (Westside Arterial),INT-111,35,51,3,33,Clear,52
2026-07-04T08:00:10Z,Corridor E (Airport Bypass),INT-143,42,67,4,41,Rainy,61
2026-07-04T08:00:10Z,Corridor B (Westside Arterial),INT-112,26,45,1,23,Rainy,50
2026-07-04T08:00:10Z,Corridor D (Industrial Loop),INT-134,40,22,2,22,Rainy,33
2026-07-04T08:00:10Z,Corridor C (University Way),INT-121,37,48,2,38,Clear,40
2026-07-04T08:00:10Z,Corridor B (Westside Arterial),INT-115,36,86,4,56,Clear,67
2026-07-04T08:00:10Z,Corridor C (University Way),INT-124,29,30,3,15,Clear,29
2026-07-04T08:00:10Z,Corridor E (Airport Bypass),INT-141,52,72,2,41,Clear,51
2026-07-04T08:00:10Z,Corridor C (University Way),INT-123,35,32,1,27,Clear,37
2026-07-04T08:00:10Z,Corridor A (Downtown Express),INT-105,44,51,2,26,Foggy,59
2026-07-04T08:00:11Z,Corridor B (Westside Arterial),INT-114,24,83,2,51,Rainy,85
2026-07-04T08:00:11Z,Corridor A (Downtown Express),INT-101,59,58,2,48,Clear,54
2026-07-04T08:00:11Z,Corridor C (University Way),INT-121,23,54,1,37,Foggy,60
2026-07-04T08:00:11Z,Corridor B (Westside Arterial),INT-114,28,76,3,54,Rainy,75
2026-07-04T08:00:11Z,Corridor D (Industrial Loop),INT-131,46,55,4,38,Clear,45
2026-07-04T08:00:11Z,Corridor C (University Way),INT-124,31,26,1,12,Clear,20
2026-07-04T08:00:11Z,Corridor B (Westside Arterial),INT-115,35,52,4,33,Clear,44
2026-07-04T08:00:11Z,Corridor E (Airport Bypass),INT-144,58,75,2,56,Clear,66
2026-07-04T08:00:11Z,Corridor D (Industrial Loop),INT-134,50,23,4,7,Clear,26
2026-07-04T08:00:11Z,Corridor B (Westside Arterial),INT-111,32,74,1,46,Clear,57
2026-07-04T08:00:12Z,Corridor D (Industrial Loop),INT-133,36,22,4,21,Foggy,36
2026-07-04T08:00:12Z,Corridor B (Westside Arterial),INT-114,35,37,2,26,Clear,37
2026-07-04T08:00:12Z,Corridor C (University Way),INT-124,27,28,3,19,Rainy,47
2026-07-04T08:00:12Z,Corridor D (Industrial Loop),INT-131,48,41,2,36,Clear,42
2026-07-04T08:00:12Z,Corridor C (University Way),INT-122,33,35,4,30,Clear,44
2026-07-04T08:00:12Z,Corridor E (Airport Bypass),INT-143,48,64,3,42,Clear,57
2026-07-04T08:00:12Z,Corridor E (Airport Bypass),INT-142,52,36,4,32,Clear,33
2026-07-04T08:00:12Z,Corridor A (Downtown Express),INT-102,50,54,4,27,Clear,37
2026-07-04T08:00:12Z,Corridor A (Downtown Express),INT-101,55,84,4,64,Clear,78
2026-07-04T08:00:12Z,Corridor C (University Way),INT-122,38,44,4,33,Clear,35
2026-07-04T08:00:13Z,Corridor E (Airport Bypass),INT-144,34,70,4,47,Rainy,68
2026-07-04T08:00:13Z,Corridor A (Downtown Express),INT-103,51,55,2,44,Clear,58
2026-07-04T08:00:13Z,Corridor C (University Way),INT-122,28,30,1,28,Clear,35
2026-07-04T08:00:13Z,Corridor C (University Way),INT-122,16,52,4,36,Rainy,62
2026-07-04T08:00:13Z,Corridor D (Industrial Loop),INT-132,56,42,4,27,Clear,39
2026-07-04T08:00:13Z,Corridor C (University Way),INT-125,24,34,3,14,Rainy,39
2026-07-04T08:00:13Z,Corridor E (Airport Bypass),INT-141,49,79,2,47,Clear,60
2026-07-04T08:00:13Z,Corridor C (University Way),INT-121,23,37,1,15,Clear,30
2026-07-04T08:00:13Z,Corridor A (Downtown Express),INT-102,59,66,3,46,Clear,50
2026-07-04T08:00:13Z,Corridor E (Airport Bypass),INT-145,60,39,2,29,Clear,44
2026-07-04T08:00:14Z,Corridor D (Industrial Loop),INT-135,39,47,1,26,Clear,37
2026-07-04T08:00:14Z,Corridor B (Westside Arterial),INT-111,40,55,1,35,Clear,52
2026-07-04T08:00:14Z,Corridor A (Downtown Express),INT-104,54,41,4,36,Clear,40
2026-07-04T08:00:14Z,Corridor A (Downtown Express),INT-104,46,48,2,33,Foggy,51
2026-07-04T08:00:14Z,Corridor C (University Way),INT-122,31,31,2,11,Clear,21
2026-07-04T08:00:14Z,Corridor B (Westside Arterial),INT-113,36,41,4,29,Clear,43
2026-07-04T08:00:14Z,Corridor E (Airport Bypass),INT-141,41,42,3,27,Rainy,47
2026-07-04T08:00:14Z,Corridor B (Westside Arterial),INT-114,23,82,3,50,Rainy,67
2026-07-04T08:00:14Z,Corridor C (University Way),INT-122,23,38,3,34,Clear,45
2026-07-04T08:00:14Z,Corridor A (Downtown Express),INT-103,36,31,2,16,Rainy,32
2026-07-04T08:00:15Z,Corridor E (Airport Bypass),INT-142,37,87,1,58,Rainy,92
2026-07-04T08:00:15Z,Corridor A (Downtown Express),INT-103,51,35,3,29,Clear,35
2026-07-04T08:00:15Z,Corridor D (Industrial Loop),INT-135,45,48,3,37,Clear,38
2026-07-04T08:00:15Z,Corridor A (Downtown Express),INT-103,54,54,3,27,Clear,49
2026-07-04T08:00:15Z,Corridor C (University Way),INT-124,32,51,2,24,Clear,34
2026-07-04T08:00:15Z,Corridor E (Airport Bypass),INT-141,50,67,1,39,Clear,48
2026-07-04T08:00:15Z,Corridor E (Airport Bypass),INT-142,39,50,2,32,Rainy,54
2026-07-04T08:00:15Z,Corridor D (Industrial Loop),INT-131,36,42,3,30,Rainy,42
2026-07-04T08:00:15Z,Corridor D (Industrial Loop),INT-131,45,62,3,41,Clear,53
2026-07-04T08:00:15Z,Corridor B (Westside Arterial),INT-115,39,44,3,21,Clear,42
2026-07-04T08:00:16Z,Corridor C (University Way),INT-124,29,49,2,25,Clear,47
2026-07-04T08:00:16Z,Corridor A (Downtown Express),INT-101,48,52,2,35,Clear,47
2026-07-04T08:00:16Z,Corridor C (University Way),INT-123,27,55,1,29,Rainy,66
2026-07-04T08:00:16Z,Corridor D (Industrial Loop),INT-132,38,32,1,26,Clear,30
2026-07-04T08:00:16Z,Corridor E (Airport Bypass),INT-144,54,84,3,54,Clear,73
2026-07-04T08:00:16Z,Corridor C (University Way),INT-123,24,34,1,23,Clear,28
2026-07-04T08:00:16Z,Corridor C (University Way),INT-123,33,21,4,23,Clear,30
2026-07-04T08:00:16Z,Corridor A (Downtown Express),INT-104,52,62,1,41,Clear,56
2026-07-04T08:00:16Z,Corridor D (Industrial Loop),INT-132,45,49,1,34,Clear,39
2026-07-04T08:00:16Z,Corridor A (Downtown Express),INT-104,61,62,3,34,Clear,47
2026-07-04T08:00:17Z,Corridor B (Westside Arterial),INT-111,36,79,1,55,Clear,71
2026-07-04T08:00:17Z,Corridor E (Airport Bypass),INT-142,40,30,2,27,Rainy,51
2026-07-04T08:00:17Z,Corridor E (Airport Bypass),INT-143,51,73,1,46,Clear,66
2026-07-04T08:00:17Z,Corridor A (Downtown Express),INT-102,47,37,3,29,Clear,39
2026-07-04T08:00:17Z,Corridor D (Industrial Loop),INT-131,43,63,4,43,Clear,49
2026-07-04T08:00:17Z,Corridor C (University Way),INT-123,29,21,2,7,Clear,14
2026-07-04T08:00:17Z,Corridor C (University Way),INT-125,39,30,4,14,Clear,29
2026-07-04T08:00:17Z,Corridor B (Westside Arterial),INT-115,29,49,2,28,Foggy,53
2026-07-04T08:00:17Z,Corridor A (Downtown Express),INT-101,48,46,3,25,Clear,42
2026-07-04T08:00:17Z,Corridor A (Downtown Express),INT-105,53,54,2,36,Clear,51
2026-07-04T08:00:18Z,Corridor D (Industrial Loop),INT-131,44,16,3,5,Clear,12
2026-07-04T08:00:18Z,Corridor C (University Way),INT-124,20,37,3,15,Foggy,40
2026-07-04T08:00:18Z,Corridor A (Downtown Express),INT-105,52,60,2,32,Clear,46
2026-07-04T08:00:18Z,Corridor B (Westside Arterial),INT-115,33,50,2,27,Clear,35
2026-07-04T08:00:18Z,Corridor A (Downtown Express),INT-101,58,61,3,42,Clear,50
2026-07-04T08:00:18Z,Corridor B (Westside Arterial),INT-112,29,63,3,33,Clear,43
2026-07-04T08:00:18Z,Corridor D (Industrial Loop),INT-133,45,21,1,9,Clear,26
2026-07-04T08:00:18Z,Corridor A (Downtown Express),INT-105,48,56,3,44,Rainy,62
2026-07-04T08:00:18Z,Corridor B (Westside Arterial),INT-111,38,34,2,30,Clear,33
2026-07-04T08:00:18Z,Corridor C (University Way),INT-122,28,17,4,12,Clear,15
2026-07-04T08:00:19Z,Corridor C (University Way),INT-123,36,77,2,46,Clear,66
2026-07-04T08:00:19Z,Corridor D (Industrial Loop),INT-132,42,44,4,21,Clear,30
2026-07-04T08:00:19Z,Corridor E (Airport Bypass),INT-143,55,80,4,51,Clear,65
2026-07-04T08:00:19Z,Corridor D (Industrial Loop),INT-133,51,39,1,33,Clear,44
2026-07-04T08:00:19Z,Corridor D (Industrial Loop),INT-131,36,27,2,8,Clear,24
2026-07-04T08:00:19Z,Corridor D (Industrial Loop),INT-131,52,40,4,27,Clear,33
2026-07-04T08:00:19Z,Corridor C (University Way),INT-121,34,41,4,36,Clear,49
2026-07-04T08:00:19Z,Corridor A (Downtown Express),INT-105,55,63,1,42,Clear,61
2026-07-04T08:00:19Z,Corridor C (University Way),INT-123,22,10,4,11,Rainy,27
2026-07-04T08:00:19Z,Corridor C (University Way),INT-123,35,43,4,21,Clear,29
2026-07-04T08:00:20Z,Corridor B (Westside Arterial),INT-115,32,73,1,55,Clear,66
2026-07-04T08:00:20Z,Corridor B (Westside Arterial),INT-112,32,47,2,34,Clear,44
2026-07-04T08:00:20Z,Corridor B (Westside Arterial),INT-115,24,31,1,12,Rainy,37
2026-07-04T08:00:20Z,Corridor E (Airport Bypass),INT-141,46,24,3,11,Clear,16
2026-07-04T08:00:20Z,Corridor D (Industrial Loop),INT-133,49,23,4,12,Clear,29
2026-07-04T08:00:20Z,Corridor B (Westside Arterial),INT-115,37,32,1,24,Clear,28
2026-07-04T08:00:20Z,Corridor A (Downtown Express),INT-101,50,43,2,27,Clear,31
2026-07-04T08:00:20Z,Corridor A (Downtown Express),INT-101,61,45,2,26,Clear,45
2026-07-04T08:00:20Z,Corridor B (Westside Arterial),INT-114,35,46,2,36,Clear,42
2026-07-04T08:00:20Z,Corridor D (Industrial Loop),INT-134,49,37,1,15,Clear,29
2026-07-04T08:00:21Z,Corridor A (Downtown Express),INT-102,56,46,2,23,Clear,41
2026-07-04T08:00:21Z,Corridor C (University Way),INT-125,16,16,4,8,Rainy,29
2026-07-04T08:00:21Z,Corridor E (Airport Bypass),INT-143,46,31,3,15,Clear,34
2026-07-04T08:00:21Z,Corridor D (Industrial Loop),INT-135,50,36,4,24,Clear,32
2026-07-04T08:00:21Z,Corridor D (Industrial Loop),INT-134,45,23,4,9,Clear,28
2026-07-04T08:00:21Z,Corridor B (Westside Arterial),INT-115,29,79,4,46,Clear,63
2026-07-04T08:00:21Z,Corridor A (Downtown Express),INT-102,51,34,1,22,Clear,28
2026-07-04T08:00:21Z,Corridor A (Downtown Express),INT-101,43,64,2,51,Rainy,73
2026-07-04T08:00:21Z,Corridor E (Airport Bypass),INT-142,48,39,3,19,Clear,40
2026-07-04T08:00:21Z,Corridor E (Airport Bypass),INT-143,47,46,1,24,Clear,33
2026-07-04T08:00:22Z,Corridor B (Westside Arterial),INT-115,33,75,3,44,Rainy,73
2026-07-04T08:00:22Z,Corridor A (Downtown Express),INT-105,58,40,2,34,Clear,43
2026-07-04T08:00:22Z,Corridor C (University Way),INT-121,33,38,4,17,Clear,25
2026-07-04T08:00:22Z,Corridor C (University Way),INT-122,30,24,4,14,Clear,30
2026-07-04T08:00:22Z,Corridor A (Downtown Express),INT-104,46,50,1,34,Rainy,47
2026-07-04T08:00:22Z,Corridor B (Westside Arterial),INT-111,33,73,1,54,Rainy,77
2026-07-04T08:00:22Z,Corridor C (University Way),INT-123,29,21,1,17,Clear,23
2026-07-04T08:00:22Z,Corridor E (Airport Bypass),INT-145,44,55,2,37,Foggy,51
2026-07-04T08:00:22Z,Corridor A (Downtown Express),INT-103,39,57,1,39,Rainy,53
2026-07-04T08:00:22Z,Corridor D (Industrial Loop),INT-133,42,45,3,34,Clear,41
2026-07-04T08:00:23Z,Corridor D (Industrial Loop),INT-135,53,32,4,13,Clear,33
2026-07-04T08:00:23Z,Corridor D (Industrial Loop),INT-134,36,44,1,39,Clear,45
2026-07-04T08:00:23Z,Corridor E (Airport Bypass),INT-145,54,71,2,50,Clear,58
2026-07-04T08:00:23Z,Corridor B (Westside Arterial),INT-111,27,62,4,45,Clear,59
2026-07-04T08:00:23Z,Corridor E (Airport Bypass),INT-141,59,64,2,32,Clear,56
2026-07-04T08:00:23Z,Corridor D (Industrial Loop),INT-134,40,22,3,12,Clear,26
2026-07-04T08:00:23Z,Corridor B (Westside Arterial),INT-115,24,57,2,42,Rainy,61
2026-07-04T08:00:23Z,Corridor D (Industrial Loop),INT-134,24,33,2,30,Foggy,54
2026-07-04T08:00:23Z,Corridor E (Airport Bypass),INT-141,50,28,2,10,Clear,22
2026-07-04T08:00:23Z,Corridor C (University Way),INT-125,31,20,3,17,Clear,30
2026-07-04T08:00:24Z,Corridor E (Airport Bypass),INT-141,44,84,4,61,Clear,78
2026-07-04T08:00:24Z,Corridor D (Industrial Loop),INT-132,36,50,2,26,Clear,45
2026-07-04T08:00:24Z,Corridor D (Industrial Loop),INT-133,48,23,4,5,Clear,21
2026-07-04T08:00:24Z,Corridor B (Westside Arterial),INT-115,26,55,2,34,Clear,43
2026-07-04T08:00:24Z,Corridor C (University Way),INT-123,29,17,2,13,Clear,13
2026-07-04T08:00:24Z,Corridor C (University Way),INT-125,37,56,1,32,Clear,52
2026-07-04T08:00:24Z,Corridor E (Airport Bypass),INT-142,46,83,4,48,Clear,69
2026-07-04T08:00:24Z,Corridor D (Industrial Loop),INT-131,41,61,1,41,Clear,56
2026-07-04T08:00:24Z,Corridor C (University Way),INT-124,28,28,3,12,Rainy,45
2026-07-04T08:00:24Z,Corridor D (Industrial Loop),INT-131,32,20,3,5,Rainy,34
2026-07-04T08:00:25Z,Corridor C (University Way),INT-124,32,38,3,23,Clear,32
2026-07-04T08:00:25Z,Corridor D (Industrial Loop),INT-132,43,26,3,23,Clear,26
2026-07-04T08:00:25Z,Corridor B (Westside Arterial),INT-111,22,34,4,24,Rainy,39
2026-07-04T08:00:25Z,Corridor C (University Way),INT-125,25,24,2,23,Clear,22
2026-07-04T08:00:25Z,Corridor D (Industrial Loop),INT-132,48,60,4,43,Clear,51
2026-07-04T08:00:25Z,Corridor E (Airport Bypass),INT-142,56,60,4,45,Clear,55
2026-07-04T08:00:25Z,Corridor E (Airport Bypass),INT-143,46,45,3,32,Clear,44
2026-07-04T08:00:25Z,Corridor A (Downtown Express),INT-103,47,16,1,18,Rainy,22
2026-07-04T08:00:25Z,Corridor D (Industrial Loop),INT-134,36,48,4,31,Foggy,46
2026-07-04T08:00:25Z,Corridor A (Downtown Express),INT-105,42,69,2,39,Rainy,68
2026-07-04T08:00:26Z,Corridor E (Airport Bypass),INT-144,49,28,4,13,Clear,29
2026-07-04T08:00:26Z,Corridor C (University Way),INT-124,28,24,4,24,Clear,34
2026-07-04T08:00:26Z,Corridor E (Airport Bypass),INT-145,48,72,3,45,Clear,66
2026-07-04T08:00:26Z,Corridor C (University Way),INT-125,36,46,3,30,Clear,45
2026-07-04T08:00:26Z,Corridor A (Downtown Express),INT-105,45,44,3,26,Rainy,43
2026-07-04T08:00:26Z,Corridor B (Westside Arterial),INT-112,31,81,1,47,Clear,72
2026-07-04T08:00:26Z,Corridor D (Industrial Loop),INT-132,49,28,1,21,Clear,36
2026-07-04T08:00:26Z,Corridor A (Downtown Express),INT-105,50,27,1,12,Clear,26
2026-07-04T08:00:26Z,Corridor D (Industrial Loop),INT-135,39,28,1,12,Clear,19
2026-07-04T08:00:26Z,Corridor C (University Way),INT-121,35,49,4,31,Clear,47
2026-07-04T08:00:27Z,Corridor C (University Way),INT-122,23,48,2,40,Clear,41
2026-07-04T08:00:27Z,Corridor A (Downtown Express),INT-105,41,35,1,31,Foggy,46
2026-07-04T08:00:27Z,Corridor A (Downtown Express),INT-104,56,14,2,5,Clear,9
2026-07-04T08:00:27Z,Corridor A (Downtown Express),INT-105,59,74,4,42,Clear,54
2026-07-04T08:00:27Z,Corridor A (Downtown Express),INT-104,43,49,2,42,Rainy,55
2026-07-04T08:00:27Z,Corridor B (Westside Arterial),INT-115,33,56,3,29,Clear,50
2026-07-04T08:00:27Z,Corridor D (Industrial Loop),INT-133,35,64,2,35,Rainy,61
2026-07-04T08:00:27Z,Corridor B (Westside Arterial),INT-114,25,75,1,49,Rainy,73
2026-07-04T08:00:27Z,Corridor E (Airport Bypass),INT-143,54,67,4,44,Clear,50
2026-07-04T08:00:27Z,Corridor A (Downtown Express),INT-101,55,50,2,36,Clear,43
2026-07-04T08:00:28Z,Corridor A (Downtown Express),INT-103,58,47,2,28,Clear,46
2026-07-04T08:00:28Z,Corridor C (University Way),INT-123,27,48,4,30,Clear,44
2026-07-04T08:00:28Z,Corridor E (Airport Bypass),INT-145,40,73,1,54,Clear,61
2026-07-04T08:00:28Z,Corridor D (Industrial Loop),INT-133,48,47,4,30,Clear,41
2026-07-04T08:00:28Z,Corridor D (Industrial Loop),INT-134,48,42,1,18,Clear,37
2026-07-04T08:00:28Z,Corridor E (Airport Bypass),INT-141,48,67,4,37,Clear,59
2026-07-04T08:00:28Z,Corridor D (Industrial Loop),INT-135,38,44,3,34,Clear,35
2026-07-04T08:00:28Z,Corridor E (Airport Bypass),INT-141,32,49,3,28,Foggy,47
2026-07-04T08:00:28Z,Corridor D (Industrial Loop),INT-132,37,36,1,14,Clear,27
2026-07-04T08:00:28Z,Corridor A (Downtown Express),INT-102,44,52,1,32,Rainy,45
2026-07-04T08:00:29Z,Corridor B (Westside Arterial),INT-112,28,51,3,31,Clear,45
2026-07-04T08:00:29Z,Corridor A (Downtown Express),INT-101,55,56,3,30,Clear,43
2026-07-04T08:00:29Z,Corridor C (University Way),INT-122,27,39,1,31,Rainy,54
2026-07-04T08:00:29Z,Corridor D (Industrial Loop),INT-134,45,54,1,42,Clear,51
2026-07-04T08:00:29Z,Corridor D (Industrial Loop),INT-135,42,21,4,13,Clear,29
